title,acronym,ordinal,city,country,startDate,endDate,year,wikiCfpid,dblpid,seriesTitle,url,describedAtUrl
"AI 2005: Advances in Artificial Intelligence, 18th Australian Joint Conference on Artificial Intelligence, Sydney, Australia, December 5-9, 2005",AI 2005,18.0,Sydney,Australia,2005-12-05,2005-12-09,2005.0,,,Australian Joint Conference on Artificial Intelligence,http://www.wikidata.org/entity/Q106242989,https://dblp.org/db/conf/ausai/ausai2005.html
"Integrating Symbolic Mathematical Computation and Artificial Intelligence, Second International Conference, AISMC-2, Cambridge, UK, August 3-5, 1994",AISMC 1994,2.0,,United Kingdom,1994-08-03,1994-08-05,1994.0,,,Artificial Intelligence and Symbolic Computation,http://www.wikidata.org/entity/Q106242903,https://dblp.org/db/conf/aisc/aismc1994.html
"AI 2002: Advances in Artificial Intelligence, 15th Australian Joint Conference on Artificial Intelligence, Canberra, Australia, December 2-6, 2002",AI 2002,15.0,,Australia,2002-12-02,2002-12-06,2002.0,,,Australian Joint Conference on Artificial Intelligence,http://www.wikidata.org/entity/Q106242990,https://dblp.org/db/conf/ausai/ausai2002.html
"Artificial Intelligence - 29th Benelux Conference, BNAIC 2017, Groningen, The Netherlands, November 8-9, 2017",BNCAI 2017,29.0,,Kingdom of the Netherlands,2017-11-08,2017-11-09,2017.0,,,Belgium-Netherlands Conference on Artificial Intelligence,http://www.wikidata.org/entity/Q106243007,https://dblp.org/db/conf/bnaic/bnaic2017.html
"Artificial Intelligence and Symbolic Computation, 7th International Conference, AISC 2004, Linz, Austria, September 22-24, 2004",AISC 2004,7.0,Linz,Austria,2004-09-22,2004-09-24,2004.0,,,Artificial Intelligence and Symbolic Computation,http://www.wikidata.org/entity/Q106242897,https://dblp.org/db/conf/aisc/aisc2004.html
"Artificial Intelligence and Computational Intelligence - 4th International Conference, AICI 2012, Chengdu, China, October 26-28, 2012",AICI 2012,4.0,Chengdu,People's Republic of China,2012-10-26,2012-10-28,2012.0,,,Artificial Intelligence and Computational Intelligence,http://www.wikidata.org/entity/Q106242896,https://dblp.org/db/conf/aici/aici2012.html
"AI 2008: Advances in Artificial Intelligence, 21st Australasian Joint Conference on Artificial Intelligence, Auckland, New Zealand, December 1-5, 2008",AI 2008,21.0,Auckland,New Zealand,2008-12-01,2008-12-05,2008.0,,,Australian Joint Conference on Artificial Intelligence,http://www.wikidata.org/entity/Q106242987,https://dblp.org/db/conf/ausai/ausai2008.html
"AI '88: 2nd Australian Joint Artificial Intelligence Conference, Adelaide, Australia, November 15-18, 1988",AI 1988,2.0,Adelaide,Australia,1988-11-15,1988-11-18,1988.0,,,Australian Joint Conference on Artificial Intelligence,http://www.wikidata.org/entity/Q106242991,https://dblp.org/db/conf/ausai/ausai1988.html
"Artificial Intelligence and Symbolic Mathematical Computation, International Conference AISMC-3, Steyr, Austria, September 23-25, 1996",AISMC 1996,3.0,,Austria,1996-09-23,1996-09-25,1996.0,,,Artificial Intelligence and Symbolic Computation,http://www.wikidata.org/entity/Q106242902,https://dblp.org/db/conf/aisc/aismc1996.html
"Artificial Intelligence and Symbolic Computation, International Conference AISC'98, Plattsburgh, New York, USA, September 16-18, 1998",AISC 1998,4.0,,United States of America,1998-09-16,1998-09-18,1998.0,,,Artificial Intelligence and Symbolic Computation,http://www.wikidata.org/entity/Q106242898,https://dblp.org/db/conf/aisc/aisc1998.html
"AI 2006: Advances in Artificial Intelligence, 19th Australian Joint Conference on Artificial Intelligence, Hobart, Australia, December 4-8, 2006",AI 2006,19.0,,Australia,2006-12-04,2006-12-08,2006.0,,,Australian Joint Conference on Artificial Intelligence,http://www.wikidata.org/entity/Q106242988,https://dblp.org/db/conf/ausai/ausai2006.html
"5th ACM Conference on Bioinformatics, Computational Biology, and Health Informatics, BCB '14, Newport Beach, California, USA, September 20-23, 2014",BCB 2014,5.0,,United States of America,2014-09-20,2014-09-23,2014.0,,,"ACM International Conference on Bioinformatics, Computational Biology and Biomedicine",http://www.wikidata.org/entity/Q106303738,https://dblp.org/db/conf/bcb/bcb2014.html
"2018 ACM International Conference on Bioinformatics, Computational Biology, and Health Informatics, BCB 2018, Washington, DC, USA, August 29 - September 01, 2018",BCB 2018,9.0,"Washington, D.C.",United States of America,2018-08-29,2018-09-01,2018.0,,,"ACM International Conference on Bioinformatics, Computational Biology and Biomedicine",http://www.wikidata.org/entity/Q106303737,https://dblp.org/db/conf/bcb/bcb2018.html
"Human-Computer Information Retrieval Symposium, HCIR 2012, Cambridge, MA, USA, October 4-5, 2012",HCIR 2012,,,United States of America,2012-10-04,2012-10-05,2012.0,,,Symposium on Human-Computer Interaction and Information Retrieval,http://www.wikidata.org/entity/Q106339304,https://dblp.org/db/conf/hcir/hcir2012.html
"23rd Annual ACM Conference on Innovation and Technology in Computer Science Education, ITiCSE 2018, Larnaca, Cyprus, July 02-04, 2018",ITiCSE 2018,23.0,,Cyprus,2018-07-02,2018-07-04,2018.0,,,Annual Conference on Innovation and Technology in Computer Science Education,http://www.wikidata.org/entity/Q106304138,https://dblp.org/db/conf/iticse/iticse2018.html
"XXIX Spanish Computer Graphics Conference, CEIG 2019, San Sebastián, Spain, June 26-28, 2019",CEIG 2019,29.0,Donostia-San Sebastián,Spain,2019-06-26,2019-06-28,2019.0,,,Spanish Computer Graphics Conference,http://www.wikidata.org/entity/Q106339246,https://dblp.org/db/conf/ceig/ceig2019.html
"10th Pacific Conference on Computer Graphics and Applications, PG 2002, Beijing, China, October 9-11, 2002",PG 2002,10.0,Beijing,People's Republic of China,2002-10-09,2002-10-11,2002.0,,,Pacific Conference on Computer Graphics and Applications,http://www.wikidata.org/entity/Q106339009,https://dblp.org/db/conf/pg/pg2002.html
"SIBGRAPI 2007, XX Brazilian Symposium on Computer Graphics and Image Processing, Belo Horizonte, Brazil, 7-10 October 2007",SIBGRAPI 2007,20.0,,Brazil,2007-10-07,2007-10-10,2007.0,,,"SIBGRAPI Conference on Graphics, Patterns and Images",http://www.wikidata.org/entity/Q106339144,https://dblp.org/db/conf/sibgrapi/sibgrapi2007.html
"ACM International Conference on Bioinformatics, Computational Biology and Biomedicine, BCB' 12, Orlando, FL, USA - October 08 - 10, 2012",BCB 2012,3.0,Orlando,United States of America,2012-10-08,2012-10-10,2012.0,,,"ACM International Conference on Bioinformatics, Computational Biology and Biomedicine",http://www.wikidata.org/entity/Q106303739,https://dblp.org/db/conf/bcb/bcb2012.html
"XXVIII Spanish Computer Graphics Conference, CEIG 2018, Madrid, Spain, June 27-29, 2018",CEIG 2018,28.0,Madrid,Spain,2018-06-27,2018-06-29,2018.0,,,Spanish Computer Graphics Conference,http://www.wikidata.org/entity/Q106339247,https://dblp.org/db/conf/ceig/ceig2018.html
"12th Pacific Conference on Computer Graphics and Applications, PG 2004, Seoul, South Korea, October 6-8, 2004",PG 2004,12.0,Seoul,South Korea,2004-10-06,2004-10-08,2004.0,,,Pacific Conference on Computer Graphics and Applications,http://www.wikidata.org/entity/Q106339008,https://dblp.org/db/conf/pg/pg2004.html
"BCB '20: 11th ACM International Conference on Bioinformatics, Computational Biology and Health Informatics, Virtual Event, USA, September 21-24, 2020",BCB 2020,11.0,,United States of America,2020-09-21,2020-09-24,2020.0,,,"ACM International Conference on Bioinformatics, Computational Biology and Biomedicine",http://www.wikidata.org/entity/Q106303736,https://dblp.org/db/conf/bcb/bcb2020.html
"2020 ACM Conference on Innovation and Technology in Computer Science Education, ITiCSE 2020, Trondheim, Norway, June 15-19, 2020",ITiCSE 2020,25.0,,Norway,2020-06-15,2020-06-19,2020.0,,,Annual Conference on Innovation and Technology in Computer Science Education,http://www.wikidata.org/entity/Q106304136,https://dblp.org/db/conf/iticse/iticse2020.html
"XIX Spanish Computer Graphics Conference, CEIG 2009, San Sebastián, Spain, September 9-11, 2009",CEIG 2009,19.0,Donostia-San Sebastián,Spain,2009-09-09,2009-09-11,2009.0,,,Spanish Computer Graphics Conference,http://www.wikidata.org/entity/Q106339248,https://dblp.org/db/conf/ceig/ceig2009.html
"Symposium on VLSI Circuits, VLSIC 2015, Kyoto, Japan, June 17-19, 2015",VLSIC 2015,,Kyoto,Japan,2015-06-17,2015-06-19,2015.0,,,Symposium on VLSI Circuits,http://www.wikidata.org/entity/Q106339350,https://dblp.org/db/conf/vlsic/vlsic2015.html
"2019 Symposium on VLSI Circuits, Kyoto, Japan, June 9-14, 2019",VLSIC 2019,,Kyoto,Japan,2019-06-09,2019-06-14,2019.0,,,Symposium on VLSI Circuits,http://www.wikidata.org/entity/Q106339349,https://dblp.org/db/conf/vlsic/vlsic2019.html
"Hypertext 97, The Eigth ACM Conference on Hypertext, University of Southampton, UK, April 6-11, 1997",HT 1997,8.0,,United Kingdom,1997-04-06,1997-04-11,1997.0,,,ACM Conference on Hypertext and Social Media,http://www.wikidata.org/entity/Q106303730,https://dblp.org/db/conf/ht/ht97.html
"23rd International ACM Conference on 3D Web Technology, Web3D 2018, Poznań, Poland, June 20-22, 2018",Web3D 2018,23.0,Poznań,Poland,2018-06-20,2018-06-22,2018.0,,,International Conference on 3D Technologies for the World Wide Web,http://www.wikidata.org/entity/Q106304527,https://dblp.org/db/conf/vrml/web3d2018.html
"4th IEEE World Forum on Internet of Things, WF-IoT 2018, Singapore, February 5-8, 2018",WF-IoT 2018,4.0,Singapore,Singapore,2018-02-05,2018-02-08,2018.0,,,World Forum on Internet of Things,http://www.wikidata.org/entity/Q106339903,https://dblp.org/db/conf/wf-iot/wf-iot2018.html
"2005 ACM SIGPLAN/SIGBED Conference on Languages, Compilers, and Tools for Embedded Systems (LCTES'05), Chicago, Illinois, USA, June 15-17, 2005",LCTES 2005,,Chicago,United States of America,2005-06-15,2005-06-17,2005.0,,,"ACM SIGPLAN Conference on Languages, Compilers, and Tools for Embedded Systems",http://www.wikidata.org/entity/Q106303904,https://dblp.org/db/conf/lctrts/lctes2005.html
"6th International Conference on Electronic Voting: Verifying the Vote, EVOTE 2014, Lochau / Bregenz, Austria, October 29-31, 2014",EVOTE 2014,6.0,,Austria,2014-10-29,2014-10-31,2014.0,,,International Conference on Electronic Voting,http://www.wikidata.org/entity/Q106336232,https://dblp.org/db/conf/ev/ev2014.html
"2007 ACM SIGPLAN/SIGBED Conference on Languages, Compilers, and Tools for Embedded Systems (LCTES'07), San Diego, California, USA, June 13-15, 2007",LCTES 2007,,San Diego,United States of America,2007-06-13,2007-06-15,2007.0,,,"ACM SIGPLAN Conference on Languages, Compilers, and Tools for Embedded Systems",http://www.wikidata.org/entity/Q106303900,https://dblp.org/db/conf/lctrts/lctes2007.html
"15th IEEE/ACM Symposium on Embedded Systems for Real-Time Multimedia, ESTImedia 2017, Seoul, Republic of Korea, October 15 - 20, 2017",ESTImedia 2017,15.0,Seoul,South Korea,2017-10-15,2017-10-20,2017.0,,,IEEE Workshop on Embedded Systems for Real-Time Multimedia,http://www.wikidata.org/entity/Q106304372,https://dblp.org/db/conf/estimedia/estimedia2017.html
"19th ACM SIGPLAN/SIGBED International Conference on Languages, Compilers, and Tools for Embedded Systems, LCTES 2018, Philadelphia, PA, USA, June 19-20, 2018",LCTES 2018,19.0,Philadelphia,United States of America,2018-06-19,2018-06-20,2018.0,,,"ACM SIGPLAN Conference on Languages, Compilers, and Tools for Embedded Systems",http://www.wikidata.org/entity/Q106303885,https://dblp.org/db/conf/lctrts/lctes2018.html
"2015 International Symposium on Theoretical Aspects of Software Engineering, TASE 2015, Nanjing, China, September 12-14, 2015",TASE 2015,9.0,Nanjing,People's Republic of China,2015-09-12,2015-09-14,2015.0,,,Theoretical Aspects of Software Engineering,http://www.wikidata.org/entity/Q106339390,https://dblp.org/db/conf/tase/tase2015.html
"ACM SIGPLAN/SIGBED 2010 conference on Languages, compilers, and tools for embedded systems, LCTES 2010, Stockholm, Sweden, April 13-15, 2010",LCTES 2010,,,Sweden,2010-04-13,2010-04-15,2010.0,,,"ACM SIGPLAN Conference on Languages, Compilers, and Tools for Embedded Systems",http://www.wikidata.org/entity/Q106303894,https://dblp.org/db/conf/lctrts/lctes2010.html
"Progress in WWW Research and Development, 10th Asia-Pacific Web Conference, APWeb 2008, Shenyang, China, April 26-28, 2008",APWeb 2008,10.0,,People's Republic of China,2008-04-26,2008-04-28,2008.0,,,Asia-Pacific Web Conference,http://www.wikidata.org/entity/Q106242919,https://dblp.org/db/conf/apweb/apweb2008.html
"2008 ACM SIGPLAN/SIGBED Conference on Languages, Compilers, and Tools for Embedded Systems (LCTES'08), Tucson, AZ, USA, June 12-13, 2008",LCTES 2008,,,United States of America,2008-06-12,2008-06-13,2008.0,,,"ACM SIGPLAN Conference on Languages, Compilers, and Tools for Embedded Systems",http://www.wikidata.org/entity/Q106303898,https://dblp.org/db/conf/lctrts/lctes2008.html
"2009 ACM SIGPLAN/SIGBED conference on Languages, compilers, and tools for embedded systems, LCTES 2009, Dublin, Ireland, June 19-20, 2009",LCTES 2009,,Dublin,United States of America,2009-06-19,2009-06-20,2009.0,,,"ACM SIGPLAN Conference on Languages, Compilers, and Tools for Embedded Systems",http://www.wikidata.org/entity/Q106303896,https://dblp.org/db/conf/lctrts/lctes2009.html
"14th ACM/IEEE Symposium on Embedded Systems for Real-Time Multimedia, ESTIMedia 2016, Pittsburgh, PA, USA, October 6-7, 2016",ESTImedia 2016,14.0,Pittsburgh,United States of America,2016-10-06,2016-10-07,2016.0,,,IEEE Workshop on Embedded Systems for Real-Time Multimedia,http://www.wikidata.org/entity/Q106304373,https://dblp.org/db/conf/estimedia/estimedia2016.html
"Fourth International Conference on Digital Image Processing, ICDIP 2012, Kuala Lumpur, Malaysia, April 7-8, 2012",ICDIP 2012,4.0,Kuala Lumpur,Malaysia,2012-04-07,2012-04-08,2012.0,,,International Conference on Digital Image Computing: Techniques and Applications,http://www.wikidata.org/entity/Q106336178,https://dblp.org/db/conf/icdip/icdip2012.html
"18th ACM SIGPLAN/SIGBED Conference on Languages, Compilers, and Tools for Embedded Systems, LCTES 2017, Barcelona, Spain, June 21-22, 2017",LCTES 2017,18.0,Barcelona,Spain,2017-06-21,2017-06-22,2017.0,,,"ACM SIGPLAN Conference on Languages, Compilers, and Tools for Embedded Systems",http://www.wikidata.org/entity/Q106303888,https://dblp.org/db/conf/lctrts/lctes2017.html
"21st ACM SIGPLAN/SIGBED International Conference on Languages, Compilers, and Tools for Embedded Systems, LCTES 2020, London, UK, June 16, 2020",LCTES 2020,21.0,London,United Kingdom,,,,,,"ACM SIGPLAN Conference on Languages, Compilers, and Tools for Embedded Systems",http://www.wikidata.org/entity/Q106303884,https://dblp.org/db/conf/lctrts/lctes2020.html
"2004 ACM SIGPLAN/SIGBED Conference on Languages, Compilers, and Tools for Embedded Systems (LCTES'04), Washington, DC, USA, June 11-13, 2004",LCTES 2004,,"Washington, D.C.",United States of America,2004-06-11,2004-06-13,2004.0,,,"ACM SIGPLAN Conference on Languages, Compilers, and Tools for Embedded Systems",http://www.wikidata.org/entity/Q106303907,https://dblp.org/db/conf/lctrts/lctes2004.html
"2009 International Conference on Digital Image Processing, ICDIP 2009, Bangkok, Thailand, March 7-9, 2009",ICDIP 2009,1.0,Bangkok,Thailand,2009-03-07,2009-03-09,2009.0,,,International Conference on Digital Image Computing: Techniques and Applications,http://www.wikidata.org/entity/Q106336180,https://dblp.org/db/conf/icdip/icdip2009.html
"17th ACM SIGPLAN/SIGBED Conference on Languages, Compilers, Tools, and Theory for Embedded Systems, LCTES 2016, Santa Barbara, CA, USA, June 13 - 14, 2016",LCTES 2016,17.0,,United States of America,2016-06-13,2016-06-14,2016.0,,,"ACM SIGPLAN Conference on Languages, Compilers, and Tools for Embedded Systems",http://www.wikidata.org/entity/Q106303889,https://dblp.org/db/conf/lctrts/lctes2016.html
"2006 ACM SIGPLAN/SIGBED Conference on Languages, Compilers, and Tools for Embedded Systems (LCTES'06), Ottawa, Ontario, Canada, June 14-16, 2006",LCTES 2006,,Ottawa,Canada,2006-06-14,2006-06-16,2006.0,,,"ACM SIGPLAN Conference on Languages, Compilers, and Tools for Embedded Systems",http://www.wikidata.org/entity/Q106303903,https://dblp.org/db/conf/lctrts/lctes2006.html
